Polychromatic Geometric MTF

File : C:\Users\tlian\Documents\Zemax\SAMPLES\Navarro_Trisha_scene2retina.ZMX
Title: 
Date : 12/25/2018


Data for 0.5500 µm.
Spatial Frequency units are cycles per mm.
Modulation is relative to 1.0.

Field: 0.0000 (deg)
Spatial Frequency	  Tangential	    Sagittal
         0.000000	    1.000000	    1.000000
         5.000000	    0.951225	    0.951225
        10.000000	    0.847637	    0.847637
        15.000000	    0.707049	    0.707049
        20.000000	    0.565006	    0.565006
        25.000000	    0.445150	    0.445150
        30.000000	    0.362440	    0.362440
        35.000000	    0.317150	    0.317150
        40.000000	    0.298833	    0.298833
        45.000000	    0.292579	    0.292579
        50.000000	    0.285588	    0.285588
        55.000000	    0.271296	    0.271296
        60.000000	    0.250045	    0.250045
        65.000000	    0.226771	    0.226771
        70.000000	    0.207192	    0.207192
        75.000000	    0.194517	    0.194517
        80.000000	    0.188290	    0.188290
        85.000000	    0.185326	    0.185326
        90.000000	    0.181799	    0.181799
        95.000000	    0.175280	    0.175280
       100.000000	    0.165737	    0.165737
       105.000000	    0.155100	    0.155100
       110.000000	    0.145810	    0.145810
       115.000000	    0.139404	    0.139404
       120.000000	    0.135823	    0.135823
       125.000000	    0.133653	    0.133653
       130.000000	    0.131067	    0.131067
       135.000000	    0.126884	    0.126884
       140.000000	    0.121120	    0.121120
       145.000000	    0.114784	    0.114784
       150.000000	    0.109172	    0.109172
       155.000000	    0.105119	    0.105119
       160.000000	    0.102583	    0.102583
       165.000000	    0.100758	    0.100758
       170.000000	    0.098625	    0.098625
       175.000000	    0.095543	    0.095543
       180.000000	    0.091550	    0.091550
       185.000000	    0.087249	    0.087249
       190.000000	    0.083412	    0.083412
       195.000000	    0.080520	    0.080520
       200.000000	    0.078515	    0.078515
       205.000000	    0.076898	    0.076898
       210.000000	    0.075059	    0.075059
       215.000000	    0.072626	    0.072626
       220.000000	    0.069644	    0.069644
       225.000000	    0.066505	    0.066505
       230.000000	    0.063687	    0.063687
       235.000000	    0.061468	    0.061468
       240.000000	    0.059790	    0.059790
       245.000000	    0.058332	    0.058332
       250.000000	    0.056714	    0.056714
       255.000000	    0.054717	    0.054717
       260.000000	    0.052391	    0.052391
       265.000000	    0.049996	    0.049996
       270.000000	    0.047830	    0.047830
       275.000000	    0.046052	    0.046052
       280.000000	    0.044613	    0.044613
       285.000000	    0.043298	    0.043298
       290.000000	    0.041870	    0.041870
       295.000000	    0.040203	    0.040203
       300.000000	    0.038345	    0.038345
       305.000000	    0.036467	    0.036467
       310.000000	    0.034753	    0.034753
       315.000000	    0.033295	    0.033295
       320.000000	    0.032048	    0.032048
       325.000000	    0.030873	    0.030873
       330.000000	    0.029623	    0.029623
       335.000000	    0.028235	    0.028235
       340.000000	    0.026739	    0.026739
       345.000000	    0.025260	    0.025260
       350.000000	    0.023887	    0.023887

