Polychromatic Geometric MTF

File : C:\Users\tlian\Documents\Zemax\SAMPLES\Navarro_Trisha_scene2retina.ZMX
Title: 
Date : 12/25/2018


Data for 0.4500 µm.
Spatial Frequency units are cycles per mm.
Modulation is relative to 1.0.

Field: 0.0000 (deg)
Spatial Frequency	  Tangential	    Sagittal
         0.000000	    1.000000	    1.000000
         5.000000	    0.698211	    0.698211
        10.000000	    0.251961	    0.251961
        15.000000	    0.031960	    0.031960
        20.000000	    0.050431	    0.050431
        25.000000	    0.045068	    0.045068
        30.000000	    0.000498	    0.000498
        35.000000	    0.003486	    0.003486
        40.000000	    0.012262	    0.012262
        45.000000	    0.010103	    0.010103
        50.000000	    0.005213	    0.005213
        55.000000	    0.003290	    0.003290
        60.000000	    0.003993	    0.003993
        65.000000	    0.005313	    0.005313
        70.000000	    0.004179	    0.004179
        75.000000	    0.001171	    0.001171
        80.000000	    0.001577	    0.001577
        85.000000	    0.003673	    0.003673
        90.000000	    0.002688	    0.002688
        95.000000	    0.000772	    0.000772
       100.000000	    0.001368	    0.001368
       105.000000	    0.002355	    0.002355
       110.000000	    0.002010	    0.002010
       115.000000	    0.000813	    0.000813
       120.000000	    0.000628	    0.000628
       125.000000	    0.001732	    0.001732
       130.000000	    0.001580	    0.001580
       135.000000	    0.000427	    0.000427
       140.000000	    0.000553	    0.000553
       145.000000	    0.001267	    0.001267
       150.000000	    0.001177	    0.001177
       155.000000	    0.000581	    0.000581
       160.000000	    0.000372	    0.000372
       165.000000	    0.000900	    0.000900
       170.000000	    0.001019	    0.001019
       175.000000	    0.000346	    0.000346
       180.000000	    0.000147	    0.000147
       185.000000	    0.000740	    0.000740
       190.000000	    0.000784	    0.000784
       195.000000	    0.000391	    0.000391
       200.000000	    0.000247	    0.000247
       205.000000	    0.000512	    0.000512
       210.000000	    0.000671	    0.000671
       215.000000	    0.000339	    0.000339
       220.000000	    0.000032	    0.000032
       225.000000	    0.000427	    0.000427
       230.000000	    0.000549	    0.000549
       235.000000	    0.000281	    0.000281
       240.000000	    0.000157	    0.000157
       245.000000	    0.000324	    0.000324
       250.000000	    0.000440	    0.000440
       255.000000	    0.000286	    0.000286
       260.000000	    0.000070	    0.000070
       265.000000	    0.000228	    0.000228
       270.000000	    0.000377	    0.000377
       275.000000	    0.000223	    0.000223
       280.000000	    0.000073	    0.000073
       285.000000	    0.000202	    0.000202
       290.000000	    0.000297	    0.000297
       295.000000	    0.000213	    0.000213
       300.000000	    0.000079	    0.000079
       305.000000	    0.000124	    0.000124
       310.000000	    0.000256	    0.000256
       315.000000	    0.000189	    0.000189
       320.000000	    0.000030	    0.000030
       325.000000	    0.000114	    0.000114
       330.000000	    0.000205	    0.000205
       335.000000	    0.000158	    0.000158
       340.000000	    0.000075	    0.000075
       345.000000	    0.000079	    0.000079
       350.000000	    0.000165	    0.000165

