Polychromatic Geometric MTF

File : C:\Users\tlian\Documents\Zemax\SAMPLES\Navarro_Trisha_scene2retina.ZMX
Title: 
Date : 12/25/2018


Data for 0.5000 µm.
Spatial Frequency units are cycles per mm.
Modulation is relative to 1.0.

Field: 0.0000 (deg)
Spatial Frequency	  Tangential	    Sagittal
         0.000000	    1.000000	    1.000000
         5.000000	    0.880292	    0.880292
        10.000000	    0.631150	    0.631150
        15.000000	    0.362837	    0.362837
        20.000000	    0.195413	    0.195413
        25.000000	    0.137498	    0.137498
        30.000000	    0.135415	    0.135415
        35.000000	    0.126461	    0.126461
        40.000000	    0.093789	    0.093789
        45.000000	    0.058940	    0.058940
        50.000000	    0.043254	    0.043254
        55.000000	    0.045043	    0.045043
        60.000000	    0.046752	    0.046752
        65.000000	    0.037384	    0.037384
        70.000000	    0.023239	    0.023239
        75.000000	    0.015940	    0.015940
        80.000000	    0.017534	    0.017534
        85.000000	    0.020393	    0.020393
        90.000000	    0.017509	    0.017509
        95.000000	    0.010387	    0.010387
       100.000000	    0.005953	    0.005953
       105.000000	    0.007020	    0.007020
       110.000000	    0.009637	    0.009637
       115.000000	    0.009028	    0.009028
       120.000000	    0.005140	    0.005140
       125.000000	    0.002059	    0.002059
       130.000000	    0.002567	    0.002567
       135.000000	    0.004730	    0.004730
       140.000000	    0.005016	    0.005016
       145.000000	    0.002800	    0.002800
       150.000000	    0.000583	    0.000583
       155.000000	    0.000653	    0.000653
       160.000000	    0.002311	    0.002311
       165.000000	    0.002985	    0.002985
       170.000000	    0.001594	    0.001594
       175.000000	    0.000406	    0.000406
       180.000000	    0.000349	    0.000349
       185.000000	    0.001006	    0.001006
       190.000000	    0.001841	    0.001841
       195.000000	    0.001079	    0.001079
       200.000000	    0.000514	    0.000514
       205.000000	    0.000081	    0.000081
       210.000000	    0.000405	    0.000405
       215.000000	    0.001162	    0.001162
       220.000000	    0.000854	    0.000854
       225.000000	    0.000195	    0.000195
       230.000000	    0.000346	    0.000346
       235.000000	    0.000393	    0.000393
       240.000000	    0.000656	    0.000656
       245.000000	    0.000597	    0.000597
       250.000000	    0.000079	    0.000079
       255.000000	    0.000439	    0.000439
       260.000000	    0.000051	    0.000051
       265.000000	    0.000394	    0.000394
       270.000000	    0.000461	    0.000461
       275.000000	    0.000234	    0.000234
       280.000000	    0.000308	    0.000308
       285.000000	    0.000197	    0.000197
       290.000000	    0.000302	    0.000302
       295.000000	    0.000363	    0.000363
       300.000000	    0.000193	    0.000193
       305.000000	    0.000192	    0.000192
       310.000000	    0.000233	    0.000233
       315.000000	    0.000113	    0.000113
       320.000000	    0.000302	    0.000302
       325.000000	    0.000051	    0.000051
       330.000000	    0.000153	    0.000153
       335.000000	    0.000159	    0.000159
       340.000000	    0.000068	    0.000068
       345.000000	    0.000224	    0.000224
       350.000000	    0.000106	    0.000106

