Listing of PSF Data

File : C:\Users\Trisha\Documents\Zemax\Samples\Navarro_Trisha_scene2retina.ZMX
Title: 
Date : 10/16/2018


Data Type      : X Section, Center Row
Field          : 0.0000 (deg)
Wavelength     : 0.632800 µm
Pupil grid size: 2048 by 2048
Image grid size: 4096 by 4096
Values are not normalized.
Position values are in the X direction.

Data	Position		 Value
  0	    -30.00000	     0.000024
  1	    -29.99268	     0.000025
  2	    -29.98535	     0.000025
  3	    -29.97803	     0.000026
  4	    -29.97070	     0.000026
  5	    -29.96338	     0.000026
  6	    -29.95605	     0.000027
  7	    -29.94873	     0.000027
  8	    -29.94141	     0.000028
  9	    -29.93408	     0.000028
 10	    -29.92676	     0.000028
 11	    -29.91943	     0.000029
 12	    -29.91211	     0.000029
 13	    -29.90479	     0.000030
 14	    -29.89746	     0.000030
 15	    -29.89014	     0.000030
 16	    -29.88281	     0.000031
 17	    -29.87549	     0.000031
 18	    -29.86816	     0.000032
 19	    -29.86084	     0.000032
 20	    -29.85352	     0.000032
 21	    -29.84619	     0.000033
 22	    -29.83887	     0.000033
 23	    -29.83154	     0.000034
 24	    -29.82422	     0.000034
 25	    -29.81689	     0.000034
 26	    -29.80957	     0.000035
 27	    -29.80225	     0.000035
 28	    -29.79492	     0.000036
 29	    -29.78760	     0.000036
 30	    -29.78027	     0.000036
 31	    -29.77295	     0.000037
 32	    -29.76563	     0.000037
 33	    -29.75830	     0.000037
 34	    -29.75098	     0.000038
 35	    -29.74365	     0.000038
 36	    -29.73633	     0.000038
 37	    -29.72900	     0.000039
 38	    -29.72168	     0.000039
 39	    -29.71436	     0.000039
 40	    -29.70703	     0.000040
 41	    -29.69971	     0.000040
 42	    -29.69238	     0.000040
 43	    -29.68506	     0.000041
 44	    -29.67773	     0.000041
 45	    -29.67041	     0.000041
 46	    -29.66309	     0.000041
 47	    -29.65576	     0.000042
 48	    -29.64844	     0.000042
 49	    -29.64111	     0.000042
 50	    -29.63379	     0.000043
 51	    -29.62646	     0.000043
 52	    -29.61914	     0.000043
 53	    -29.61182	     0.000043
 54	    -29.60449	     0.000044
 55	    -29.59717	     0.000044
 56	    -29.58984	     0.000044
 57	    -29.58252	     0.000044
 58	    -29.57520	     0.000044
 59	    -29.56787	     0.000045
 60	    -29.56055	     0.000045
 61	    -29.55322	     0.000045
 62	    -29.54590	     0.000045
 63	    -29.53857	     0.000045
 64	    -29.53125	     0.000045
 65	    -29.52393	     0.000046
 66	    -29.51660	     0.000046
 67	    -29.50928	     0.000046
 68	    -29.50195	     0.000046
 69	    -29.49463	     0.000046
 70	    -29.48730	     0.000046
 71	    -29.47998	     0.000046
 72	    -29.47266	     0.000046
 73	    -29.46533	     0.000047
 74	    -29.45801	     0.000047
 75	    -29.45068	     0.000047
 76	    -29.44336	     0.000047
 77	    -29.43604	     0.000047
 78	    -29.42871	     0.000047
 79	    -29.42139	     0.000047
 80	    -29.41406	     0.000047
 81	    -29.40674	     0.000047
 82	    -29.39941	     0.000047
 83	    -29.39209	     0.000047
 84	    -29.38477	     0.000047
 85	    -29.37744	     0.000047
 86	    -29.37012	     0.000047
 87	    -29.36279	     0.000047
 88	    -29.35547	     0.000047
 89	    -29.34814	     0.000047
 90	    -29.34082	     0.000047
 91	    -29.33350	     0.000047
 92	    -29.32617	     0.000047
 93	    -29.31885	     0.000047
 94	    -29.31152	     0.000047
 95	    -29.30420	     0.000046
 96	    -29.29688	     0.000046
 97	    -29.28955	     0.000046
 98	    -29.28223	     0.000046
 99	    -29.27490	     0.000046
100	    -29.26758	     0.000046
101	    -29.26025	     0.000046
102	    -29.25293	     0.000046
103	    -29.24561	     0.000045
104	    -29.23828	     0.000045
105	    -29.23096	     0.000045
106	    -29.22363	     0.000045
107	    -29.21631	     0.000045
108	    -29.20898	     0.000045
109	    -29.20166	     0.000044
110	    -29.19434	     0.000044
111	    -29.18701	     0.000044
112	    -29.17969	     0.000044
113	    -29.17236	     0.000043
114	    -29.16504	     0.000043
115	    -29.15771	     0.000043
116	    -29.15039	     0.000043
117	    -29.14307	     0.000042
118	    -29.13574	     0.000042
119	    -29.12842	     0.000042
120	    -29.12109	     0.000042
121	    -29.11377	     0.000041
122	    -29.10645	     0.000041
123	    -29.09912	     0.000041
124	    -29.09180	     0.000040
125	    -29.08447	     0.000040
126	    -29.07715	     0.000040
127	    -29.06982	     0.000040
128	    -29.06250	     0.000039
129	    -29.05518	     0.000039
130	    -29.04785	     0.000039
131	    -29.04053	     0.000038
132	    -29.03320	     0.000038
133	    -29.02588	     0.000038
134	    -29.01855	     0.000037
135	    -29.01123	     0.000037
136	    -29.00391	     0.000036
137	    -28.99658	     0.000036
138	    -28.98926	     0.000036
139	    -28.98193	     0.000035
140	    -28.97461	     0.000035
141	    -28.96729	     0.000035
142	    -28.95996	     0.000034
143	    -28.95264	     0.000034
144	    -28.94531	     0.000033
145	    -28.93799	     0.000033
146	    -28.93066	     0.000033
147	    -28.92334	     0.000032
148	    -28.91602	     0.000032
149	    -28.90869	     0.000031
150	    -28.90137	     0.000031
151	    -28.89404	     0.000031
152	    -28.88672	     0.000030
153	    -28.87939	     0.000030
154	    -28.87207	     0.000029
155	    -28.86475	     0.000029
156	    -28.85742	     0.000029
157	    -28.85010	     0.000028
158	    -28.84277	     0.000028
159	    -28.83545	     0.000027
160	    -28.82813	     0.000027
161	    -28.82080	     0.000026
162	    -28.81348	     0.000026
163	    -28.80615	     0.000026
164	    -28.79883	     0.000025
165	    -28.79150	     0.000025
166	    -28.78418	     0.000024
167	    -28.77686	     0.000024
168	    -28.76953	     0.000024
169	    -28.76221	     0.000023
170	    -28.75488	     0.000023
171	    -28.74756	     0.000022
172	    -28.74023	     0.000022
173	    -28.73291	     0.000021
174	    -28.72559	     0.000021
175	    -28.71826	     0.000021
176	    -28.71094	     0.000020
177	    -28.70361	     0.000020
178	    -28.69629	     0.000019
179	    -28.68896	     0.000019
180	    -28.68164	     0.000019
181	    -28.67432	     0.000018
182	    -28.66699	     0.000018
183	    -28.65967	     0.000018
184	    -28.65234	     0.000017
185	    -28.64502	     0.000017
186	    -28.63770	     0.000016
187	    -28.63037	     0.000016
188	    -28.62305	     0.000016
189	    -28.61572	     0.000015
190	    -28.60840	     0.000015
191	    -28.60107	     0.000015
192	    -28.59375	     0.000014
193	    -28.58643	     0.000014
194	    -28.57910	     0.000014
195	    -28.57178	     0.000013
196	    -28.56445	     0.000013
197	    -28.55713	     0.000013
198	    -28.54980	     0.000012
199	    -28.54248	     0.000012
200	    -28.53516	     0.000012
201	    -28.52783	     0.000012
202	    -28.52051	     0.000011
203	    -28.51318	     0.000011
204	    -28.50586	     0.000011
205	    -28.49854	     0.000011
206	    -28.49121	     0.000010
207	    -28.48389	     0.000010
208	    -28.47656	     0.000010
209	    -28.46924	     0.000010
210	    -28.46191	     0.000009
211	    -28.45459	     0.000009
212	    -28.44727	     0.000009
213	    -28.43994	     0.000009
214	    -28.43262	     0.000009
215	    -28.42529	     0.000008
216	    -28.41797	     0.000008
217	    -28.41064	     0.000008
218	    -28.40332	     0.000008
219	    -28.39600	     0.000008
220	    -28.38867	     0.000008
221	    -28.38135	     0.000008
222	    -28.37402	     0.000007
223	    -28.36670	     0.000007
224	    -28.35938	     0.000007
225	    -28.35205	     0.000007
226	    -28.34473	     0.000007
227	    -28.33740	     0.000007
228	    -28.33008	     0.000007
229	    -28.32275	     0.000007
230	    -28.31543	     0.000007
231	    -28.30811	     0.000007
232	    -28.30078	     0.000007
233	    -28.29346	     0.000007
234	    -28.28613	     0.000007
235	    -28.27881	     0.000007
236	    -28.27148	     0.000007
237	    -28.26416	     0.000007
238	    -28.25684	     0.000007
239	    -28.24951	     0.000007
240	    -28.24219	     0.000007
241	    -28.23486	     0.000007
242	    -28.22754	     0.000007
243	    -28.22021	     0.000007
244	    -28.21289	     0.000007
245	    -28.20557	     0.000007
246	    -28.19824	     0.000008
247	    -28.19092	     0.000008
248	    -28.18359	     0.000008
249	    -28.17627	     0.000008
250	    -28.16895	     0.000008
251	    -28.16162	     0.000008
252	    -28.15430	     0.000008
253	    -28.14697	     0.000009
254	    -28.13965	     0.000009
255	    -28.13232	     0.000009
256	    -28.12500	     0.000009
257	    -28.11768	     0.000009
258	    -28.11035	     0.000010
259	    -28.10303	     0.000010
260	    -28.09570	     0.000010
261	    -28.08838	     0.000010
262	    -28.08105	     0.000011
263	    -28.07373	     0.000011
264	    -28.06641	     0.000011
265	    -28.05908	     0.000012
266	    -28.05176	     0.000012
267	    -28.04443	     0.000012
268	    -28.03711	     0.000013
269	    -28.02979	     0.000013
270	    -28.02246	     0.000013
271	    -28.01514	     0.000014
272	    -28.00781	     0.000014
273	    -28.00049	     0.000014
274	    -27.99316	     0.000015
275	    -27.98584	     0.000015
276	    -27.97852	     0.000015
277	    -27.97119	     0.000016
278	    -27.96387	     0.000016
279	    -27.95654	     0.000017
280	    -27.94922	     0.000017
281	    -27.94189	     0.000017
282	    -27.93457	     0.000018
283	    -27.92725	     0.000018
284	    -27.91992	     0.000019
285	    -27.91260	     0.000019
286	    -27.90527	     0.000020
287	    -27.89795	     0.000020
288	    -27.89063	     0.000021
289	    -27.88330	     0.000021
290	    -27.87598	     0.000022
291	    -27.86865	     0.000022
292	    -27.86133	     0.000023
293	    -27.85400	     0.000023
294	    -27.84668	     0.000024
295	    -27.83936	     0.000024
296	    -27.83203	     0.000025
297	    -27.82471	     0.000025
298	    -27.81738	     0.000026
299	    -27.81006	     0.000026
300	    -27.80273	     0.000027
