Polychromatic Geometric MTF

File : C:\Users\tlian\Documents\Zemax\SAMPLES\Navarro_Trisha_scene2retina.ZMX
Title: 
Date : 12/27/2018


Data for 0.6500 µm.
Spatial Frequency units are cycles per mm.
Modulation is relative to 1.0.

Field: 0.0000 (deg)
Spatial Frequency	  Tangential	    Sagittal
         0.000000	    1.000000	    1.000000
         5.000000	    0.994757	    0.994757
        10.000000	    0.980101	    0.980101
        15.000000	    0.955364	    0.955364
        20.000000	    0.921840	    0.921840
        25.000000	    0.880017	    0.880017
        30.000000	    0.830959	    0.830959
        35.000000	    0.775759	    0.775759
        40.000000	    0.715652	    0.715652
        45.000000	    0.651949	    0.651949
        50.000000	    0.585994	    0.585994
        55.000000	    0.519130	    0.519130
        60.000000	    0.452661	    0.452661
        65.000000	    0.387817	    0.387817
        70.000000	    0.325721	    0.325721
        75.000000	    0.267362	    0.267362
        80.000000	    0.213581	    0.213581
        85.000000	    0.165039	    0.165039
        90.000000	    0.122253	    0.122253
        95.000000	    0.085508	    0.085508
       100.000000	    0.054926	    0.054926
       105.000000	    0.030912	    0.030912
       110.000000	    0.011224	    0.011224
       115.000000	    0.003514	    0.003514
       120.000000	    0.007412	    0.007412
       125.000000	    0.010311	    0.010311
       130.000000	    0.008771	    0.008771
       135.000000	    0.002076	    0.002076
       140.000000	    0.004708	    0.004708
       145.000000	    0.015286	    0.015286
       150.000000	    0.027248	    0.027248
       155.000000	    0.040356	    0.040356
       160.000000	    0.053888	    0.053888
       165.000000	    0.067354	    0.067354
       170.000000	    0.080289	    0.080289
       175.000000	    0.092291	    0.092291
       180.000000	    0.103028	    0.103028
       185.000000	    0.112228	    0.112228
       190.000000	    0.119685	    0.119685
       195.000000	    0.125255	    0.125255
       200.000000	    0.128853	    0.128853
       205.000000	    0.130450	    0.130450
       210.000000	    0.130066	    0.130066
       215.000000	    0.127770	    0.127770
       220.000000	    0.123672	    0.123672
       225.000000	    0.117924	    0.117924
       230.000000	    0.110710	    0.110710
       235.000000	    0.102245	    0.102245
       240.000000	    0.092770	    0.092770
       245.000000	    0.082546	    0.082546
       250.000000	    0.071849	    0.071849
       255.000000	    0.060965	    0.060965
       260.000000	    0.050182	    0.050182
       265.000000	    0.039782	    0.039782
       270.000000	    0.030048	    0.030048
       275.000000	    0.021198	    0.021198
       280.000000	    0.013551	    0.013551
       285.000000	    0.007140	    0.007140
       290.000000	    0.002128	    0.002128
       295.000000	    0.001331	    0.001331
       300.000000	    0.002546	    0.002546
       305.000000	    0.002500	    0.002500
       310.000000	    0.001290	    0.001290
       315.000000	    0.002078	    0.002078
       320.000000	    0.006701	    0.006701
       325.000000	    0.012443	    0.012443
       330.000000	    0.019018	    0.019018
       335.000000	    0.026322	    0.026322
       340.000000	    0.033997	    0.033997
       345.000000	    0.041744	    0.041744
       350.000000	    0.049310	    0.049310

